Month,Active Event,Unemployment Rate,Avg Person Savings,Avg Firm Savings,Avg Price,Avg Inventory,Avg Wage,Price_SMA,Stock_SMA
1,None,0.006,67153.08884772191,77529.8736658855,115.41184795495724,947.3179749036942,900.8567750835803,,
2,None,0.0,66779.70262573892,96199.18476507162,115.41184795495724,968.1591971408106,852.564273086736,,
3,None,0.0,66359.01637469725,117233.49731714858,115.41184795495724,989.0004193779268,845.6077106698438,,
4,None,0.0,65929.22276624042,138723.1777399628,116.04209047554988,1009.8416416150428,847.7988553561657,,
5,None,0.0,65500.81173847625,160143.729128176,116.04209047554988,1030.682863852159,853.896150886137,,
6,None,0.0,65082.00998832122,181083.81663593833,114.97873227230488,1035.6240860892747,862.4351123949982,,
7,None,0.0,64776.05587266212,196381.5224189107,112.85201586581486,1066.4982587585341,871.0594635189484,,
8,None,0.0,64410.61375379344,214653.62836232636,111.23940597374808,1061.1632054269885,877.8575029150246,,
9,None,0.0,64013.47740756558,234510.44567372455,108.77899777685738,1021.9757681083105,886.6360779441748,,
10,None,0.0,63620.820453094035,254143.29339730582,105.2693352563005,952.1169903454274,895.5024387236166,,
11,None,0.0,63394.02159145099,265483.2364794507,103.33856591910094,947.9350503266617,904.4574631108528,,
12,None,0.0,63252.413409986155,272563.64555269683,101.26757501565965,987.5595040836454,913.5020377419611,111.33702940797981,1001.4895800023729
13,None,0.0,62977.75612607662,286296.50974817167,100.57876458757596,933.7443887625556,922.6370581193809,110.10093912736471,1000.3584478239449
14,None,0.0,62736.456849094306,298361.4735972865,98.85868045418354,877.4732731885333,929.873415070672,108.72150850230024,992.8012874945883
15,None,0.0,62423.21876017673,314023.3780431701,98.00216755409572,768.3452031657447,937.202035727775,107.27070180222843,974.4133528102398
16,None,0.0,62403.35380096195,315016.62600390747,96.63994709243357,819.4643844930011,943.6086372744533,105.65385652030209,958.548581383403
17,None,0.0,62242.2067613803,323073.9779829852,96.34574147366001,780.4737229288946,946.9140846775292,104.01249410347792,937.6978196397977
