Month,Unemployment Rate,Avg Person Savings,Avg Firm Savings,Avg Price,Avg Inventory,Avg Wage,Price_SMA,Stock_SMA
93,0.0,71277.44681412983,339964.2868436432,254.64485790609803,851.7,2598.0539504993894,254.38717946537972,823.5750000000002
94,0.0,71019.14898685059,352879.17820760526,255.14197371882514,790.4,2577.068638503749,254.4575223556528,821.4916666666668
95,0.0,70902.50094435611,358711.58033232886,255.1415668397377,758.1,2563.648635933146,254.57108687068205,813.9833333333332
96,0.0,70935.53901574457,357059.67676290637,255.64864057367942,757.3,2542.909633007248,254.68536364792092,805.8833333333333
97,0.0,71335.18820020364,337077.21753995254,256.1471671611062,834.7,2527.6303866607554,254.80125097205806,801.6083333333332
98,0.0,71251.14241893304,341279.5066034826,256.6263907001015,821.9,2502.4082269291416,254.95871870889823,799.7666666666668
99,0.0,71155.05141059027,346084.05702062097,256.0990052172169,810.8,2467.5363150012527,255.11557853963214,802.1333333333333
100,0.0,71069.41399761531,350365.9276693694,256.08844124541196,808.9,2447.8588138095815,255.31391584940965,807.5333333333333
101,0.0,70685.15548893328,369578.85310347,256.59592218361894,752.8,2440.2199173347226,255.55544126363426,804.1750000000001
102,0.0,70615.57450462204,373057.90231903223,257.0824532033001,761.5,2429.932985482478,255.7120989022807,797.0083333333333
103,0.0,70218.16129741761,392928.56267925317,257.07187654458073,708.1,2422.3664438871033,255.91272327773444,790.7416666666667
104,0.0,70365.40423767963,385566.41566615214,257.07187654458073,762.6,2410.214546801316,256.1133476531881,784.9
105,0.0,69956.02023815845,406035.61564221064,258.0689535513721,712.9,2400.609440460887,256.39868895696094,773.3333333333331
106,0.0,69777.6162997695,414955.8125616579,258.0683318974469,709.0,2400.6561595455228,256.64255213851277,766.5499999999998
107,0.0,69649.3999608235,421366.6295089581,258.5758128356539,716.9,2393.425081270475,256.9287393048391,763.1166666666668
108,0.0,69637.35415944735,421968.9195777659,260.10941714455436,750.5,2405.299157647108,257.3004706857453,762.5500000000001
109,0.0,69475.40342489352,430066.4563054581,260.6270470378971,752.0,2415.1006860000825,257.6737940088113,755.6583333333334
110,0.0,69523.21534546385,427675.86027694156,260.6065448079936,792.5,2405.2553587488474,258.0054735178023,753.2083333333334
111,0.0,69349.6543871498,436353.9081926442,261.1046893160295,794.1,2392.7329880542675,258.42261385937,751.8166666666666
112,0.0,68964.56361283112,455608.44690857886,260.555562119385,757.0,2399.3575838877214,258.7948739322011,747.4916666666667
113,0.0,68597.23199802812,473975.02764872863,260.03689572118907,717.2,2399.45432609161,259.08162172699855,744.525
114,0.0,68454.36872870682,481118.1911147941,260.0263360578268,722.2,2404.330850708267,259.3269452982092,741.25
115,0.0,68586.93683810662,474489.78564480395,261.04170416271234,783.9,2409.5926341339377,259.6577642663868,747.5666666666666
116,0.0,68235.27335664644,492072.95971781213,261.5379907568105,751.2,2419.545671641722,260.0299404507393,746.6166666666667
117,0.0,68181.02826680419,494785.2142099241,261.5193659965922,772.6,2427.2991099782585,260.31747482117424,751.5916666666667
118,0.0,68144.82863715176,496595.1956925446,262.03658253193873,796.3,2431.0628526747805,260.6481623740486,758.8666666666667
119,0.0,68035.65311552581,502053.9717738419,262.54343055175,805.6,2442.4221989982243,260.97879718372326,766.2583333333333
120,0.0,67775.1491042474,515079.17233776255,263.5882079531499,785.3,2446.9205730233343,261.2686964177729,769.1583333333333
121,0.0,67766.50554997503,515511.3500513804,263.0487988658364,811.1,2464.287957744612,261.4705090701012,774.0833333333334
122,0.0,67503.70681106961,528651.2869966514,263.04755564083996,780.4,2479.7982649842347,261.67392663950505,773.0749999999999
123,0.0,67663.30469081824,520671.39300921944,264.0826265135443,831.2,2490.535120184465,261.92208807263125,776.1666666666666
124,0.0,68463.51024227319,480661.11543647293,264.5497375462056,1006.7,2505.3051323041977,262.2549360248663,796.975
125,0.0,68218.99831998376,492886.71155094355,264.0022988961867,975.4,2514.7223553467675,262.58538628944945,818.4916666666667
126,0.0,68376.80764089763,484996.2455052504,263.9820247634642,1020.2,2526.6628986027376,262.91502701491925,843.3249999999999
