% # columns="iteration, evaluation, min 25%tile 75%tile max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=296134, Fri May  8 14:10:16 2026
1 10 -0.07854037729661356 -0.03418120505183143 0.027602102807961645 0.07236083533684029 0.8864648681294957 0.9730227557353296 0.9881017094552952 0.9939321828265705 1.0047150104366485 1.0162255219913703 1.0422036698877897 1.083884462862896
2 20 -0.07854037729661356 -0.03418120505183143 0.027602102807961645 0.07236083533684029 0.8864648681294957 0.9730227557353296 0.9881017094552952 0.9939321828265705 1.0047150104366485 1.0162255219913703 1.0422036698877897 1.083884462862896
3 30 -0.07854037729661356 -0.03418120505183143 0.027602102807961645 0.07236083533684029 0.8864648681294957 0.9730227557353296 0.9881017094552952 0.9939321828265705 1.0047150104366485 1.0162255219913703 1.0422036698877897 1.083884462862896
4 40 -0.07854037729661356 -0.03418120505183143 0.027602102807961645 0.07236083533684029 0.8864648681294957 0.9730227557353296 0.9881017094552952 0.9939321828265705 1.0047150104366485 1.0162255219913703 1.0422036698877897 1.083884462862896
5 50 -0.07854037729661356 -0.03418120505183143 0.027602102807961645 0.07236083533684029 0.8864648681294957 0.9730227557353296 0.9881017094552952 0.9939321828265705 1.0047150104366485 1.0162255219913703 1.0422036698877897 1.083884462862896
6 60 -0.07854037729661356 -0.03418120505183143 0.027602102807961645 0.07236083533684029 0.8864648681294957 0.9730227557353296 0.9881017094552952 0.9939321828265705 1.0047150104366485 1.0162255219913703 1.0422036698877897 1.083884462862896
7 70 -0.07854037729661356 -0.03418120505183143 0.027602102807961645 0.07236083533684029 0.8864648681294957 0.9730227557353296 0.9881017094552952 0.9939321828265705 1.0047150104366485 1.0162255219913703 1.0422036698877897 1.083884462862896
8 80 -0.07854037729661356 -0.03418120505183143 0.027602102807961645 0.07236083533684029 0.8864648681294957 0.9730227557353296 0.9881017094552952 0.9939321828265705 1.0047150104366485 1.0162255219913703 1.0422036698877897 1.083884462862896
9 90 -0.28551701677204444 -0.059319973484436156 0.0903674639226113 0.2949573945326955 0.7199044078296504 0.8301765638070266 0.8789156346017885 0.9382112986115732 1.0366725610643148 1.0595810554564349 1.1383136434281806 1.2832191629423877
10 100 -0.28551701677204444 -0.059319973484436156 0.0903674639226113 0.2949573945326955 0.7199044078296504 0.8301765638070266 0.8789156346017885 0.9382112986115732 1.0366725610643148 1.0595810554564349 1.1383136434281806 1.2832191629423877
11 110 -0.28551701677204444 -0.059319973484436156 0.0903674639226113 0.2949573945326955 0.7199044078296504 0.8301765638070266 0.8789156346017885 0.9382112986115732 1.0366725610643148 1.0595810554564349 1.1383136434281806 1.2832191629423877
12 120 -0.28551701677204444 -0.059319973484436156 0.0903674639226113 0.2949573945326955 0.7199044078296504 0.8301765638070266 0.8789156346017885 0.9382112986115732 1.0366725610643148 1.0595810554564349 1.1383136434281806 1.2832191629423877
13 130 -0.28551701677204444 -0.059319973484436156 0.0903674639226113 0.2949573945326955 0.7199044078296504 0.8301765638070266 0.8789156346017885 0.9382112986115732 1.0366725610643148 1.0595810554564349 1.1383136434281806 1.2832191629423877
14 140 -0.28551701677204444 -0.059319973484436156 0.0903674639226113 0.2949573945326955 0.7199044078296504 0.8301765638070266 0.8789156346017885 0.9382112986115732 1.0366725610643148 1.0595810554564349 1.1383136434281806 1.2832191629423877
