% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=296134, Fri May  8 14:10:16 2026, <python>{}</python>
1 10 0.4793509710856094 1.0000437509570452 -0.6612386574748046 -6.6123865747480459e-01 -0.65995655 -0.6024168612840677 0.0014415500000000137 -0.66 nan 10.0   
2 20 0.4830784432760279 1.2311797175518133 -0.6619190030720635 -6.6191900307206353e-01 -0.65999945 -0.6203203764120786 3.500000000000725e-05 -0.66 nan 20.1   
3 30 0.5181436328933413 1.3263232792097615 -0.6619190030720635 -6.6139679696984688e-01 -0.6599978 -0.6584909999999999 4.6749999999984304e-05 -0.66 nan 30.2   
4 40 0.49832490453448536 1.4451204476190223 -0.6619190030720635 -6.6000000000000003e-01 -0.659965 -0.659725 3.554999999999531e-05 -0.66 nan 40.2   
5 50 0.49779848762085704 1.4271976985215475 -0.6619190030720635 -6.6005032295188992e-01 -0.66 -0.5936655145603642 6.304999999995342e-05 -0.66 nan 50.3   
6 60 0.4726237035749175 1.5252226802818292 -0.6619190030720635 -6.6110287987972705e-01 -0.6599988999999999 -0.6594159 6.908333333333072e-05 -0.66 nan 60.2   
7 70 0.4617261037273654 1.6103857532143986 -0.6619190030720635 -6.6000000000000003e-01 -0.66 -0.65862445 3.465000000002494e-05 -0.66 nan 70.1   
8 80 0.4453513263202998 1.6262644111815792 -0.6619190030720635 -6.6040195877570995e-01 -0.66 -0.6561186589840191 3.500000000000725e-05 -0.66 nan 80.0   
9 90 0.4292554216840804 1.6843208708585946 -0.6619190030720635 -6.6000000000000003e-01 -0.659965 -0.5427559535240987 7.064999999994992e-05 -0.66 nan 89.9   
10 100 0.42078754753949443 1.7900885137318532 -0.6619190030720635 -6.6010602537059238e-01 -0.659965 -0.6599095 5.610000000000337e-05 -0.66 nan 99.9   
11 110 0.4054539743052666 1.8259615940128333 -0.6619190030720635 -6.6029470507540733e-01 -0.66 -0.6599325 3.500000000000725e-05 -0.66 nan 109.8   
12 120 0.4521579331388047 1.7934004658134903 -0.6619190030720635 -6.6000000000000003e-01 -0.6599639 -0.6577208416666667 8.140000000000924e-05 -0.66 nan 120.0   
13 130 0.4127169686286401 2.0673069490558356 -0.6619190030720635 -6.6077384240500669e-01 -0.65996445 -0.6524093693184375 5.805000000003169e-05 -0.66 nan 129.9   
14 140 0.45209512377989086 2.054652707924439 -0.6619190030720635 -6.6000000000000003e-01 -0.6599747 -0.65942525 9.769999999997836e-05 -0.66 nan 139.8   
15 150 0.5447127822759946 2.5709428503300775 -0.6619190030720635 -6.6137816221242018e-01 -0.66 -0.5538341079233395 0.0031594583333333093 -0.66 nan 149.7   
16 160 0.5413590998478398 2.76335332951735 -0.6619190030720635 -6.6042616330737780e-01 -0.659965 -0.5956782421631428 0.0013326500000000463 -0.66 nan 159.8   
17 170 0.5090280940645694 2.7935985520803244 -0.6619190030720635 -6.6000000000000003e-01 -0.659965 -0.6599315416666667 4.3450000000055944e-05 -0.66 nan 170.1   
18 180 0.4875983134055592 2.7161334266668766 -0.6619190030720635 -6.6075593676158084e-01 -0.66 -0.6599145500000001 0.0 -0.66 nan 180.0   
19 190 0.4954433997669808 2.8389100326353907 -0.6619190030720635 -6.6049859255946575e-01 -0.659965 -0.6532163 0.00013656666666672646 -0.66 nan 190.1   
